Utility Characteristics,,,,,,,,,RESIDENTIAL,,,COMMERCIAL,,,INDUSTRIAL,,,TRANSPORTATION,,,TOTAL,,
,,,,,,,,,Revenues,Sales,Customers,Revenues,Sales,Customers,Revenues,Sales,Customers,Revenues,Sales,Customers,Revenues,Sales,Customers
2023,59647,Sunrun Inc.,A,Bundled,O,AZ,Behind the Meter,CISO,0.2,1,1,0,0,0,0,0,0,0,0,0,0.2,1,1
2023,59647,Sunrun Inc.,A,Bundled,O,AZ,Behind the Meter,SRP,1668.7,12588,987,.,.,.,.,.,.,.,.,.,1668.7,12587,987
2023,59647,Sunrun Inc.,A,Bundled,O,AZ,Behind the Meter,TEPC,5633.1,38903,3332,.,.,.,.,.,.,.,.,.,5633,38902,3332
2023,59647,Sunrun Inc.,A,Bundled,O,AZ,Behind the Meter,WALC,43.9,205,21,.,.,.,.,.,.,.,.,.,43.8,204,21
2023,59647,Sunrun Inc.,A,Bundled,O,CA,Behind the Meter,CISO,522687.8,2147169,273397,.,.,.,.,.,.,.,.,.,522687.8,2147169,273397
2023,59647,Sunrun Inc.,A,Bundled,O,CA,Behind the Meter,IID,740.4,6585,746,.,.,.,.,.,.,.,.,.,740.4,6585,746
2023,59647,Sunrun Inc.,A,Bundled,O,CA,Behind the Meter,LDWP,9029.5,35298,4960,.,.,.,.,.,.,.,.,.,9029.5,35298,4960
2023,59647,Sunrun Inc.,A,Bundled,O,CA,Behind the Meter,TIDC,65.1,448,65,.,.,.,.,.,.,.,.,.,65.1,448,65
2023,59647,Sunrun Inc.,A,Bundled,O,CA,Behind the Meter,BANC,8224.8,56225,7449,.,.,.,.,.,.,.,.,.,8224.8,56225,7449
2023,59647,Sunrun Inc.,A,Bundled,O,CO,Behind the Meter,PSCO,8721.7,53196,7237,.,.,.,.,.,.,.,.,.,8721.7,53196,7237
2023,59647,Sunrun Inc.,A,Bundled,O,CO,Behind the Meter,WACM,277.8,1388,174,.,.,.,.,.,.,.,.,.,277.8,1388,174
2023,59647,Sunrun Inc.,A,Bundled,O,CT,Behind the Meter,ISNE,24958.3,110830,14783,.,.,.,.,.,.,.,.,.,24958.3,110830,14783
2023,59647,Sunrun Inc.,A,Bundled,O,DC,Behind the Meter,PJM,34.8,275,50,.,.,.,.,.,.,.,.,.,34.8,275,50
2023,59647,Sunrun Inc.,A,Bundled,O,DE,Behind the Meter,PJM,389.6,2851,398,.,.,.,.,.,.,.,.,.,389.6,2851,398
2023,59647,Sunrun Inc.,A,Bundled,O,FL,Behind the Meter,FPL,1718.1,13340,1189,.,.,.,.,.,.,.,.,.,1718.1,13340,1189
2023,59647,Sunrun Inc.,A,Bundled,O,FL,Behind the Meter,FPC,17872.1,105486,8338,.,.,.,.,.,.,.,.,.,17872.1,105486,8338
2023,59647,Sunrun Inc.,A,Bundled,O,FL,Behind the Meter,TEC,3445.2,22378,1614,.,.,.,.,.,.,.,.,.,3445.2,22378,1614
2023,59647,Sunrun Inc.,A,Bundled,O,HI,Behind the Meter,HECO,29447.9,103900,13464,.,.,.,.,.,.,.,.,.,29447.9,103900,13464
2023,59647,Sunrun Inc.,A,Bundled,O,IL,Behind the Meter,PJM,26908.2,184512,23709,.,.,.,.,.,.,.,.,.,26908.2,184512,23709
2023,59647,Sunrun Inc.,A,Bundled,O,MA,Behind the Meter,ISNE,74079.4,339886,48231,.,.,.,.,.,.,.,.,.,74079.4,339886,48231
2023,59647,Sunrun Inc.,A,Bundled,O,MD,Behind the Meter,PJM,31677.2,234988,24852,.,.,.,.,.,.,.,.,.,31677.2,234988,24852
2023,59647,Sunrun Inc.,A,Bundled,O,NH,Behind the Meter,ISNE,4665.6,16602,2176,.,.,.,.,.,.,.,.,.,4665.6,16602,2176
2023,59647,Sunrun Inc.,A,Bundled,O,NJ,Behind the Meter,PJM,53248.3,310373,40864,.,.,.,.,.,.,.,.,.,53248.3,310373,40864
2023,59647,Sunrun Inc.,A,Bundled,O,NM,Behind the Meter,PNM,3695.7,28141,3177,.,.,.,.,.,.,.,.,.,3695.7,28141,3177
2023,59647,Sunrun Inc.,A,Bundled,O,NV,Behind the Meter,NEVP,29533.7,210429,18287,.,.,.,.,.,.,.,.,.,29533.7,210429,18287
2023,59647,Sunrun Inc.,A,Bundled,O,NY,Behind the Meter,ISNE,3839.5,24171,3414,.,.,.,.,.,.,.,.,.,3839.5,24171,3414
2023,59647,Sunrun Inc.,A,Bundled,O,NY,Behind the Meter,NYIS,17797.4,72533,12160,.,.,.,.,.,.,.,.,.,17797.4,72533,12160
2023,59647,Sunrun Inc.,A,Bundled,O,NY,Behind the Meter,PJM,29941.4,146856,19942,.,.,.,.,.,.,.,.,.,29941.4,146856,19942
2023,59647,Sunrun Inc.,A,Bundled,O,OR,Behind the Meter,PGE,49.3,372,81,.,.,.,.,.,.,.,.,.,49.3,372,81
2023,59647,Sunrun Inc.,A,Bundled,O,PA,Behind the Meter,PJM,7044.3,45050,5080,.,.,.,.,.,.,.,.,.,7044.3,45050,5080
2023,59647,Sunrun Inc.,A,Bundled,O,RI,Behind the Meter,ISNE,4811.8,18299,2688,.,.,.,.,.,.,.,.,.,4811.8,18299,2688
2023,59647,Sunrun Inc.,A,Bundled,O,SC,Behind the Meter,DUK,5743.5,38731,3740,.,.,.,.,.,.,.,.,.,5743.5,38731,3740
2023,59647,Sunrun Inc.,A,Bundled,O,SC,Behind the Meter,SCEG,6233.6,31589,3775,.,.,.,.,.,.,.,.,.,6233.6,31589,3775
2023,59647,Sunrun Inc.,A,Bundled,O,TX,Behind the Meter,ERCO,12283.1,63257,5860,.,.,.,.,.,.,.,.,.,12283.1,63257,5860
2023,59647,Sunrun Inc.,A,Bundled,O,UT,Behind the Meter,PACE,798.6,5799,743,.,.,.,.,.,.,.,.,.,798.6,5799,743
2023,59647,Sunrun Inc.,A,Bundled,O,VT,Behind the Meter,ISNE,3428.5,13471,2010,.,.,.,.,.,.,.,.,.,3428.5,13471,2010
2023,59676,"Collegiate Clean Energy, LLC",B,Energy,O,VA,Retail Power Marketer,PJM,0,0,0,5288.5,76823,144,0,0,0,0,0,0,5288.5,76823,144
2023,59679,Aggregated Transit Energy,B,Energy,O,MA,Retail Power Marketer,ISNE,.,.,.,.,.,.,.,.,.,12570,307827,1,12570,307827,1
2023,59734,"SFE Energy Massachusetts, Inc.",B,Energy,O,MA,Retail Power Marketer,ISNE,7819.9,39658,7771,15202.3,81109,2540,0,0,0,0,0,0,23022.2,120767,10311
2023,59763,"Consolidated Power Co., LLC",B,Energy,O,NY,Retail Power Marketer,NYIS,0,0,0,2662.8,14435,10,0,0,0,0,0,0,2662.8,14435,10
2023,59793,"First Point Power, LLC",B,Energy,O,CT,Retail Power Marketer,ISNE,0,0,0,15944.9,144958,3625,8048.8,81834,31,0,0,0,23993.7,226792,3656
2023,59793,"First Point Power, LLC",B,Energy,O,DE,Retail Power Marketer,PJM,54.6,273,26,15.8,79,8,0,0,0,0,0,0,70.4,352,34
2023,59793,"First Point Power, LLC",B,Energy,O,MA,Retail Power Marketer,ISNE,59833.6,425080,55137,56005.7,440522,10764,50030.2,478868,151,0,0,0,165869.5,1344470,66052
2023,59793,"First Point Power, LLC",B,Energy,O,MD,Retail Power Marketer,PJM,1.2,6,1,2,10,3,0,0,0,0,0,0,3.2,16,4
2023,59793,"First Point Power, LLC",B,Energy,O,ME,Retail Power Marketer,ISNE,490.4,4618,819,16307,170870,1710,8757,105293,51,0,0,0,25554.4,280781,2580
2023,59793,"First Point Power, LLC",B,Energy,O,NH,Retail Power Marketer,ISNE,1826.6,16683,1700,21734.6,198731,3447,11533.6,134044,49,0,0,0,35094.8,349458,5196
2023,59793,"First Point Power, LLC",B,Energy,O,NJ,Retail Power Marketer,PJM,3.2,17,2,147,784,30,0,0,0,0,0,0,150.2,801,32
2023,59793,"First Point Power, LLC",B,Energy,O,PA,Retail Power Marketer,PJM,22.3,111,12,288.3,1442,64,0,0,0,0,0,0,310.6,1553,76
2023,59793,"First Point Power, LLC",B,Energy,O,RI,Retail Power Marketer,ISNE,850.6,6891,1105,13030.3,124043,1547,5681.1,53032,36,0,0,0,19562,183966,2688
2023,59797,Park Power LLC,B,Energy,O,DC,Retail Power Marketer,PJM,360.8,2097,273,.,.,.,.,.,.,.,.,.,360.8,2097,273
2023,59797,Park Power LLC,B,Energy,O,DE,Retail Power Marketer,PJM,424.7,1946,225,.,.,.,.,.,.,.,.,.,424.7,1946,225
2023,59797,Park Power LLC,B,Energy,O,IL,Retail Power Marketer,PJM,730.3,4430,661,.,.,.,.,.,.,.,.,.,730.3,4430,661
2023,59797,Park Power LLC,B,Energy,O,MD,Retail Power Marketer,PJM,1317.5,7934,1084,.,.,.,.,.,.,.,.,.,1317.5,7934,1084
2023,59797,Park Power LLC,B,Energy,O,NJ,Retail Power Marketer,PJM,0.1,1,4,.,.,.,.,.,.,.,.,.,0.1,1,4
2023,59797,Park Power LLC,B,Energy,O,OH,Retail Power Marketer,PJM,1412.5,7047,944,.,.,.,.,.,.,.,.,.,1412.5,7047,944
2023,59797,Park Power LLC,B,Energy,O,PA,Retail Power Marketer,PJM,10289.5,55030,6545,113.2,839,31,.,.,.,.,.,.,10402.7,55869,6576
2023,59799,American Power & Gas,B,Energy,O,IL,Retail Power Marketer,PJM,1190.9,6624,820,3259,18708,872,0,0,0,0,0,0,4449.9,25332,1692
2023,59799,American Power & Gas,B,Energy,O,MA,Retail Power Marketer,ISNE,3.4,10,1,163.3,592,14,0,0,0,0,0,0,166.7,602,15
2023,59799,American Power & Gas,B,Energy,O,MD,Retail Power Marketer,PJM,2192.1,9938,856,10809.9,59413,1240,0,0,0,0,0,0,13002,69351,2096
2023,59799,American Power & Gas,B,Energy,O,NJ,Retail Power Marketer,PJM,3499.8,15692,1687,16132.9,79451,3340,0,0,0,0,0,0,19632.7,95143,5027
2023,59799,American Power & Gas,B,Energy,O,NY,Retail Power Marketer,NYIS,24211.3,120361,13467,61688,329477,13393,0,0,0,0,0,0,85899.3,449838,26860
2023,59799,American Power & Gas,B,Energy,O,OH,Retail Power Marketer,PJM,8926.6,52227,4938,22962.4,143727,6752,0,0,0,0,0,0,31889,195954,11690
2023,59799,American Power & Gas,B,Energy,O,PA,Retail Power Marketer,PJM,37290,238282,21246,60114.1,333914,17584,0,0,0,0,0,0,97404.1,572196,38830
2023,59807,"Rushmore Energy, LLC",B,Energy,O,DE,Retail Power Marketer,PJM,1666.3,16254,1938,0,0,0,0,0,0,0,0,0,1666.3,16254,1938
2023,59807,"Rushmore Energy, LLC",B,Energy,O,IL,Retail Power Marketer,PJM,2660.9,25035,4740,0,0,0,0,0,0,0,0,0,2660.9,25035,4740
2023,59807,"Rushmore Energy, LLC",B,Energy,O,IL,Retail Power Marketer,MISO,2075.9,16585,1956,0,0,0,0,0,0,0,0,0,2075.9,16585,1956
2023,59807,"Rushmore Energy, LLC",B,Energy,O,MD,Retail Power Marketer,PJM,1446.2,12882,1419,0,0,0,0,0,0,0,0,0,1446.2,12882,1419
2023,59807,"Rushmore Energy, LLC",B,Energy,O,NJ,Retail Power Marketer,PJM,1144.2,7845,1316,0,0,0,0,0,0,0,0,0,1144.2,7845,1316
2023,59807,"Rushmore Energy, LLC",B,Energy,O,OH,Retail Power Marketer,PJM,3735.3,40035,4823,6.9,68,6,0,0,0,0,0,0,3742.2,40103,4829
2023,59807,"Rushmore Energy, LLC",B,Energy,O,PA,Retail Power Marketer,PJM,2817.3,23906,3243,0,0,0,0,0,0,0,0,0,2817.3,23906,3243
2023,59808,MP2 Energy LLC,B,Energy,O,CT,Retail Power Marketer,ISNE,0,0,0,32120.3,236984,720,1406.9,14606,27,0,0,0,33527.2,251590,747
2023,59808,MP2 Energy LLC,B,Energy,O,DC,Retail Power Marketer,PJM,0,0,0,21572.3,256926,308,0,0,0,0,0,0,21572.3,256926,308
2023,59808,MP2 Energy LLC,B,Energy,O,DE,Retail Power Marketer,PJM,0,0,0,2290.2,39595,244,136.7,2241,4,0,0,0,2426.9,41836,248
2023,59808,MP2 Energy LLC,B,Energy,O,IL,Retail Power Marketer,PJM,0,0,0,117242,2023879,2867,16531.8,369049,85,4635.5,106888,1,138409.3,2499816,2953
2023,59808,MP2 Energy LLC,B,Energy,O,MA,Retail Power Marketer,ISNE,0,0,0,18120.1,121847,358,5202.3,45335,17,0,0,0,23322.4,167182,375
2023,59808,MP2 Energy LLC,B,Energy,O,MD,Retail Power Marketer,PJM,0,0,0,30207.8,417582,587,29.8,301,2,0,0,0,30237.6,417883,589
2023,59808,MP2 Energy LLC,B,Energy,O,ME,Retail Power Marketer,ISNE,0,0,0,5898.3,43905,307,1057.5,10303,13,0,0,0,6955.8,54208,320
2023,59808,MP2 Energy LLC,B,Energy,O,NH,Retail Power Marketer,ISNE,0,0,0,8346,63628,531,168.6,1389,5,0,0,0,8514.6,65017,536
2023,59808,MP2 Energy LLC,B,Energy,O,NJ,Retail Power Marketer,PJM,0,0,0,34567.2,415785,1717,15309.4,313159,31,0,0,0,49876.6,728944,1748
2023,59808,MP2 Energy LLC,B,Energy,O,NY,Retail Power Marketer,NYIS,0,0,0,22067.6,230948,1334,3181.1,40577,35,0,0,0,25248.7,271525,1369
2023,59808,MP2 Energy LLC,B,Energy,O,OH,Retail Power Marketer,PJM,0,0,0,171031.6,3210971,4529,18099.9,337041,195,21.1,608,2,189152.6,3548620,4726
2023,59808,MP2 Energy LLC,B,Energy,O,PA,Retail Power Marketer,PJM,0,0,0,88709.5,1121214,3509,20584.8,275287,223,0,0,0,109294.3,1396501,3732
2023,59808,MP2 Energy LLC,B,Energy,O,RI,Retail Power Marketer,ISNE,0,0,0,3872.1,29593,185,256,3016,9,0,0,0,4128.1,32609,194
2023,59808,MP2 Energy LLC,B,Energy,O,VA,Retail Power Marketer,PJM,0,0,0,20128.6,307730,21,21750.6,262307,5,0,0,0,41879.2,570037,26
2023,59808,MP2 Energy LLC,D,Bundled,O,TX,Retail Power Marketer,ERCO,78797.5,517365,42914,802772.5,10862064,30935,269852,4220761,1221,0,0,0,1151422,15600190,75070
2023,59809,"Residents Energy, LLC",B,Energy,O,DE,Retail Power Marketer,PJM,1475.2,10032,1221,29.3,172,9,0,0,0,0,0,0,1504.5,10204,1230
2023,59809,"Residents Energy, LLC",B,Energy,O,IL,Retail Power Marketer,PJM,39399.1,251189,36990,3211.5,28871,747,0,0,0,0,0,0,42610.6,280060,37737
2023,59809,"Residents Energy, LLC",B,Energy,O,MA,Retail Power Marketer,ISNE,32564.9,198962,31746,9025.1,72652,2694,0,0,0,0,0,0,41590,271614,34440
2023,59809,"Residents Energy, LLC",B,Energy,O,NJ,Retail Power Marketer,PJM,3106.9,16219,2518,20.1,99,13,0,0,0,0,0,0,3127,16318,2531
2023,59809,"Residents Energy, LLC",B,Energy,O,NY,Retail Power Marketer,NYIS,4223.9,20710,4529,96.1,488,93,0,0,0,0,0,0,4320,21198,4622
2023,59809,"Residents Energy, LLC",B,Energy,O,OH,Retail Power Marketer,PJM,4916.9,51367,5918,40.7,483,45,0,0,0,0,0,0,4957.6,51850,5963
2023,59809,"Residents Energy, LLC",B,Energy,O,PA,Retail Power Marketer,PJM,11345.9,65821,9123,185.3,1107,117,0,0,0,0,0,0,11531.2,66928,9240
2023,59810,Greenlight Energy Inc.,B,Energy,O,DE,Retail Power Marketer,PJM,28.3,225,29,0,0,0,0,0,0,0,0,0,28.3,225,29
2023,59810,Greenlight Energy Inc.,B,Energy,O,IL,Retail Power Marketer,MISO,377.3,3149,580,0,0,0,0,0,0,0,0,0,377.3,3149,580
2023,59810,Greenlight Energy Inc.,B,Energy,O,MD,Retail Power Marketer,PJM,2360,18053,1993,0,0,0,0,0,0,0,0,0,2360,18053,1993
2023,59810,Greenlight Energy Inc.,B,Energy,O,NJ,Retail Power Marketer,PJM,297,1328,294,0,0,0,0,0,0,0,0,0,297,1328,294
2023,59810,Greenlight Energy Inc.,B,Energy,O,NY,Retail Power Marketer,NYIS,3179,18467,3435,233.8,1281,33,0,0,0,0,0,0,3412.8,19748,3468
2023,59810,Greenlight Energy Inc.,B,Energy,O,OH,Retail Power Marketer,PJM,193.9,1725,237,0,0,0,0,0,0,0,0,0,193.9,1725,237
2023,59810,Greenlight Energy Inc.,B,Energy,O,PA,Retail Power Marketer,PJM,1730,10976,1516,0,0,0,0,0,0,0,0,0,1730,10976,1516
2023,59811,Santanna Energy Services,B,Energy,O,IL,Retail Power Marketer,PJM,5875.6,54513,6543,2105.4,19534,317,0,0,0,0,0,0,7981,74047,6860
2023,59811,Santanna Energy Services,B,Energy,O,OH,Retail Power Marketer,PJM,3675.8,38686,4656,4036.7,42484,3104,0,0,0,0,0,0,7712.5,81170,7760
2023,59811,Santanna Energy Services,B,Energy,O,PA,Retail Power Marketer,PJM,6567.2,70413,4063,746.8,8007,462,0,0,0,0,0,0,7314,78420,4525
2023,59812,New Wave Energy Corporation,B,Energy,O,NY,Retail Power Marketer,NYIS,4500,48960,2960,25148,280033,2171,0,0,0,0,0,0,29648,328993,5131
2023,59812,New Wave Energy Corporation,B,Energy,O,OH,Retail Power Marketer,PJM,781,10311,917,2146,23402,538,0,0,0,0,0,0,2927,33713,1455
2023,59812,New Wave Energy Corporation,B,Energy,O,PA,Retail Power Marketer,PJM,3019,35381,2870,5810,47556,860,0,0,0,0,0,0,8829,82937,3730
2023,59818,Algonquin Energy Services,B,Energy,O,ME,Retail Power Marketer,NBSO,0,0,0,1693.7,15396,202,966.5,13118,2,0,0,0,2660.2,28514,204
2023,59848,"ResCom Energy, LLC",B,Energy,O,IL,Retail Power Marketer,PJM,8.8,118,92,.,.,.,.,.,.,.,.,.,8.8,118,92
2023,59848,"ResCom Energy, LLC",B,Energy,O,OH,Retail Power Marketer,PJM,2.1,30,12,.,.,.,.,.,.,.,.,.,2.1,30,12
2023,59931,"MidAmerican Energy Services, LLC",B,Energy,O,DC,Retail Power Marketer,PJM,46.8,534,22,3199.5,34797,119,0,0,0,0,0,0,3246.3,35331,141
2023,59931,"MidAmerican Energy Services, LLC",B,Energy,O,DE,Retail Power Marketer,PJM,77.3,1441,91,2272.5,38770,240,536.1,9770,2,0,0,0,2885.9,49981,333
2023,59931,"MidAmerican Energy Services, LLC",B,Energy,O,IL,Retail Power Marketer,PJM,38.7,505,46,46410,836795,4230,48257.8,946540,104,0,0,0,94706.5,1783840,4380
2023,59931,"MidAmerican Energy Services, LLC",B,Energy,O,IL,Retail Power Marketer,MISO,30.6,308,23,16558.2,246779,1186,26116.9,417910,27,0,0,0,42705.7,664997,1236
2023,59931,"MidAmerican Energy Services, LLC",B,Energy,O,MA,Retail Power Marketer,ISNE,43.6,330,30,15459.3,120595,469,1053.4,8746,3,0,0,0,16556.3,129671,502
2023,59931,"MidAmerican Energy Services, LLC",B,Energy,O,MD,Retail Power Marketer,PJM,401.3,5877,423,24712,353900,3050,5229.2,78968,14,0,0,0,30342.5,438745,3487
2023,59931,"MidAmerican Energy Services, LLC",B,Energy,O,NJ,Retail Power Marketer,PJM,0,0,0,20874.3,239556,846,22904.9,256786,18,0,0,0,43779.2,496342,864
2023,59931,"MidAmerican Energy Services, LLC",B,Energy,O,NY,Retail Power Marketer,NYIS,26.7,202,9,43233.9,438723,1522,6102.5,69568,9,0,0,0,49363.1,508493,1540
2023,59931,"MidAmerican Energy Services, LLC",B,Energy,O,OH,Retail Power Marketer,PJM,161.9,2834,406,19602.7,332147,2006,13400,221447,20,0,0,0,33164.6,556428,2432
2023,59931,"MidAmerican Energy Services, LLC",B,Energy,O,PA,Retail Power Marketer,PJM,218.6,2780,326,34815.3,521756,3964,21921.5,380850,32,0,0,0,56955.4,905386,4322
2023,59931,"MidAmerican Energy Services, LLC",D,Bundled,O,TX,Retail Power Marketer,ERCO,6287.3,55642,3326,86725.2,1060656,6216,36255.3,592987,86,0,0,0,129267.8,1709285,9628
2023,59933,"Texpo Power, L.P.",B,Energy,O,NJ,Retail Power Marketer,PJM,71.6,435,41,1023.8,7857,161,0,0,0,0,0,0,1095.4,8292,202
2023,59933,"Texpo Power, L.P.",B,Energy,O,PA,Retail Power Marketer,PJM,1175,9534,1161,487.9,5228,185,0,0,0,0,0,0,1662.9,14762,1346
2023,59933,"Texpo Power, L.P.",D,Bundled,O,TX,Retail Power Marketer,ERCO,17731.1,212522,18034,7834.3,98036,2557,0,0,0,0,0,0,25565.4,310558,20591
2023,59943,Spruce Finance,A,Bundled,O,AZ,Behind the Meter,AZPS,4306.7,43915,3650,0,0,0,0,0,0,0,0,0,4306.7,43915,3650
2023,59943,Spruce Finance,A,Bundled,O,CA,Behind the Meter,CISO,41416.4,220963,25598,0,0,0,0,0,0,0,0,0,41416.4,220963,25598
2023,59943,Spruce Finance,A,Bundled,O,CO,Behind the Meter,PACE,889,9636,1072,0,0,0,0,0,0,0,0,0,889,9636,1072
2023,59943,Spruce Finance,A,Bundled,O,CT,Behind the Meter,ISNE,2355.8,15224,1856,0,0,0,0,0,0,0,0,0,2355.8,15224,1856
2023,59943,Spruce Finance,A,Bundled,O,HI,Behind the Meter,NA,638.9,5209,485,0,0,0,0,0,0,0,0,0,638.9,5209,485
2023,59943,Spruce Finance,A,Bundled,O,LA,Behind the Meter,MISO,48.2,690,89,0,0,0,0,0,0,0,0,0,48.2,690,89
2023,59943,Spruce Finance,A,Bundled,O,MA,Behind the Meter,ISNE,3505.6,25019,3415,0,0,0,0,0,0,0,0,0,3505.6,25019,3415
2023,59943,Spruce Finance,A,Bundled,O,MD,Behind the Meter,PJM,628,5341,584,0,0,0,0,0,0,0,0,0,628,5341,584
2023,59943,Spruce Finance,A,Bundled,O,NJ,Behind the Meter,PJM,8076.9,53074,6278,0,0,0,0,0,0,0,0,0,8076.9,53074,6278
2023,59943,Spruce Finance,A,Bundled,O,NV,Behind the Meter,NEVP,238.6,1837,152,0,0,0,0,0,0,0,0,0,238.6,1837,152
2023,59943,Spruce Finance,A,Bundled,O,NY,Behind the Meter,ISNE,7238.6,41737,5671,0,0,0,0,0,0,0,0,0,7238.6,41737,5671
2023,59943,Spruce Finance,A,Bundled,O,NY,Behind the Meter,PJM,3102.2,17888,2430,0,0,0,0,0,0,0,0,0,3102.2,17888,2430
2023,59958,"Mega Energy of Illinois, LLC",B,Energy,O,IL,Retail Power Marketer,PJM,394.7,2308,2410,83.7,740,158,0,0,0,0,0,0,478.4,3048,2568
2023,59972,The Regents of the Univ. of California,B,Energy,O,CA,Retail Power Marketer,CISO,0,0,0,53580.1,525114,705,0,0,0,0,0,0,53580.1,525114,705
2023,59993,Discount Power Inc - (CT),B,Energy,O,DE,Retail Power Marketer,PJM,256.8,1460,163,0,0,0,0,0,0,0,0,0,256.8,1460,163
2023,59993,Discount Power Inc - (CT),B,Energy,O,MA,Retail Power Marketer,ISNE,9434.6,33566,5939,122.5,673,51,0,0,.,0,0,0,9557.1,34239,5990
2023,59993,Discount Power Inc - (CT),B,Energy,O,MD,Retail Power Marketer,PJM,792.1,3929,401,17.4,87,4,0,0,0,0,0,0,809.5,4016,405
2023,59993,Discount Power Inc - (CT),B,Energy,O,NJ,Retail Power Marketer,PJM,1160.8,5384,875,66.2,367,5,0,0,0,0,0,0,1227,5751,880
2023,59993,Discount Power Inc - (CT),B,Energy,O,OH,Retail Power Marketer,PJM,745.1,5427,724,0,0,0,0,0,0,0,0,0,745.1,5427,724
2023,59993,Discount Power Inc - (CT),B,Energy,O,PA,Retail Power Marketer,PJM,5644.6,28200,3773,124.5,773,29,0,0,0,0,0,0,5769.1,28973,3802
2023,59993,Discount Power Inc - (CT),B,Energy,O,RI,Retail Power Marketer,ISNE,1900,8374,1474,7.5,47,2,0,0,0,0,0,0,1907.5,8421,1476
2023,60025,Greenbacker Renewable Energy Corporation,A,Bundled,O,AR,Behind the Meter,SPA,0,0,0,146.6,2316,2,0,0,0,0,0,0,146.6,2316,2
2023,60025,Greenbacker Renewable Energy Corporation,A,Bundled,O,AZ,Behind the Meter,TEPC,0,0,0,316,1700,4,0,0,0,0,0,0,316,1700,4
2023,60025,Greenbacker Renewable Energy Corporation,A,Bundled,O,CA,Behind the Meter,CISO,0,0,0,1269.5,13495,21,0,0,0,0,0,0,1269.5,13495,21
2023,60025,Greenbacker Renewable Energy Corporation,A,Bundled,O,CO,Behind the Meter,PSCO,6,60,10,918.7,6998,32,0,0,0,0,0,0,924.7,7058,42
2023,60025,Greenbacker Renewable Energy Corporation,A,Bundled,O,CT,Behind the Meter,ISNE,0,0,0,198.4,906,3,0,0,0,0,0,0,198.4,906,3
2023,60025,Greenbacker Renewable Energy Corporation,A,Bundled,O,FL,Behind the Meter,GVL,0,0,0,92.6,475,1,0,0,0,0,0,0,92.6,475,1
2023,60025,Greenbacker Renewable Energy Corporation,A,Bundled,O,HI,Behind the Meter,NA,0,0,0,97,485,1,0,0,0,0,0,0,97,485,1
2023,60025,Greenbacker Renewable Energy Corporation,A,Bundled,O,IN,Behind the Meter,PJM,0,0,0,481.3,1504,4,0,0,0,0,0,0,481.3,1504,4
2023,60025,Greenbacker Renewable Energy Corporation,A,Bundled,O,MA,Behind the Meter,ISNE,0,0,0,4277.2,16331,21,0,0,0,0,0,0,4277.2,16331,21
2023,60025,Greenbacker Renewable Energy Corporation,A,Bundled,O,MD,Behind the Meter,PJM,0,0,0,16.8,168,1,0,0,0,0,0,0,16.8,168,1
2023,60025,Greenbacker Renewable Energy Corporation,A,Bundled,O,NC,Behind the Meter,DUK,0,0,0,254.1,1694,3,0,0,0,0,0,0,254.1,1694,3
2023,60025,Greenbacker Renewable Energy Corporation,A,Bundled,O,NJ,Behind the Meter,PJM,0,0,0,1266.8,4704,8,0,0,0,0,0,0,1266.8,4704,8
2023,60025,Greenbacker Renewable Energy Corporation,A,Bundled,O,NV,Behind the Meter,NEVP,0,0,0,144.9,2072,1,0,0,0,0,0,0,144.9,2072,1
2023,60025,Greenbacker Renewable Energy Corporation,A,Bundled,O,NY,Behind the Meter,NYIS,0,0,0,149.9,385,1,0,0,0,0,0,0,149.9,385,1
2023,60025,Greenbacker Renewable Energy Corporation,A,Bundled,O,RI,Behind the Meter,ISNE,0,0,0,245.9,1330,1,0,0,0,0,0,0,245.9,1330,1
2023,60025,Greenbacker Renewable Energy Corporation,A,Bundled,O,TN,Behind the Meter,PJM,0,0,0,518,5231,15,0,0,0,0,0,0,518,5231,15
2023,60025,Greenbacker Renewable Energy Corporation,A,Bundled,O,VT,Behind the Meter,ISNE,0,0,0,2761.9,13808,18,0,0,0,0,0,0,2761.9,13808,18
2023,60124,Spring Energy RRH LLC,B,Energy,O,MD,Retail Power Marketer,PJM,1835,12439,1894,8,51,10,0,0,0,0,0,0,1843,12490,1904
2023,60124,Spring Energy RRH LLC,B,Energy,O,NJ,Retail Power Marketer,PJM,1222,7719,1468,5,30,7,0,0,0,0,0,0,1227,7749,1475
2023,60124,Spring Energy RRH LLC,B,Energy,O,PA,Retail Power Marketer,PJM,3377,26997,3869,13,107,18,0,0,0,0,0,0,3390,27104,3887
2023,60181,CleanPowerSF,B,Energy,O,CA,Community Choice Aggregator,CISO,155304.3,1232473,353538,154580.2,1372806,30576,36582.4,334892,31,0,0,0,346466.9,2940171,384145
2023,60202,Electranet Power LLC,D,Bundled,O,TX,Retail Power Marketer,ERCO,.,.,.,.,.,.,115.4,3406,29,.,.,.,115.4,3406,29
2023,60218,MPower Energy NJ LLC,B,Energy,O,DC,Retail Power Marketer,PJM,3750.5,19379,2792,4.1,30,8,0,0,0,0,0,0,3754.6,19409,2800
2023,60218,MPower Energy NJ LLC,B,Energy,O,IL,Retail Power Marketer,PJM,1165.4,6166,1541,20.1,149,4,0,0,0,0,0,0,1185.5,6315,1545
